INV,INVOICE,C/CODE,CUSTOMER  NAME,CUSTOMER ADDRESS,ITEM,ITEMS NAME,CTN RATE,QUANTITY,,T/O,NET VALUE
901,04-Jan-22,9415,ASAD G/S,BANGASH MARKET,1760,DEEN'S MOZARELLA 200GM,24635,0,1,0,379
901,04-Jan-22,9415,ASAD G/S,BANGASH MARKET,1763,DEEN'S SLICE CHEESE 200GM,25920,0,2,0,648
902,04-Jan-22,9921,RORYAN,FOOD STREET,1763,DEEN'S SLICE CHEESE 200GM,25920,0,3,0,972
903,04-Jan-22,9952,WALL GREEN,FOOD STREET,1758,DEEN'S CHEDDAR 200GM,22165,0,4,0,1364
903,04-Jan-22,9952,WALL GREEN,FOOD STREET,1760,DEEN'S MOZARELLA 200GM,24635,0,4,0,1516
903,04-Jan-22,9952,WALL GREEN,FOOD STREET,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,4,0,1628
903,04-Jan-22,9952,WALL GREEN,FOOD STREET,1763,DEEN'S SLICE CHEESE 200GM,25920,0,4,0,1296
904,04-Jan-22,2206,INSAF SUPER STORE,NAWAB MARKET,1760,DEEN'S MOZARELLA 200GM,24635,0,2,0,758
904,04-Jan-22,2206,INSAF SUPER STORE,NAWAB MARKET,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,1,0,407
905,04-Jan-22,2023,ARYANA S/S,Nawab Market,1760,DEEN'S MOZARELLA 200GM,24635,0,3,0,1137
905,04-Jan-22,2023,ARYANA S/S,Nawab Market,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,3,0,1221
906,04-Jan-22,2128,BROTHERS G/STORE,IBRAHIMI MARKET,1758,DEEN'S CHEDDAR 200GM,22165,0,3,0,1023
907,04-Jan-22,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1758,DEEN'S CHEDDAR 200GM,22165,0,1,0,341
907,04-Jan-22,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1760,DEEN'S MOZARELLA 200GM,24635,0,3,0,1137
907,04-Jan-22,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,1,0,407
908,04-Jan-22,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1758,DEEN'S CHEDDAR 200GM,22165,0,6,102,1944
908,04-Jan-22,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1760,DEEN'S MOZARELLA 200GM,24635,0,6,113,2161
908,04-Jan-22,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,1,20,387
909,04-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,536,2644
909,04-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,480,3756
910,05-Jan-22,2287,DANIYAL,,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,190,1400
911,05-Jan-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500
911,05-Jan-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,88,2030
912,05-Jan-22,9448,GALAXY MART,NASIR BAGH ROAD,1758,DEEN'S CHEDDAR 200GM,22165,0,6,0,2046
912,05-Jan-22,9448,GALAXY MART,NASIR BAGH ROAD,1760,DEEN'S MOZARELLA 200GM,24635,0,6,0,2274
912,05-Jan-22,9448,GALAXY MART,NASIR BAGH ROAD,1763,DEEN'S SLICE CHEESE 200GM,25920,0,6,0,1944
912,05-Jan-22,9448,GALAXY MART,NASIR BAGH ROAD,1759,DEEN'S CHEDDAR 400GM,22752,0,1,0,632
913,05-Jan-22,2171,ASKARI 6,NASIR BAGH ROAD,1758,DEEN'S CHEDDAR 200GM,22165,0,2,20,662
913,05-Jan-22,2171,ASKARI 6,NASIR BAGH ROAD,1760,DEEN'S MOZARELLA 200GM,24635,0,2,22,736
913,05-Jan-22,2171,ASKARI 6,NASIR BAGH ROAD,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,2,24,790
913,05-Jan-22,2171,ASKARI 6,NASIR BAGH ROAD,1763,DEEN'S SLICE CHEESE 200GM,25920,0,6,58,1886
914,05-Jan-22,2046,TAJAMUL G/S,University Town,1763,DEEN'S SLICE CHEESE 200GM,25920,0,3,90,882
915,05-Jan-22,9338,UNITED G/S 0349.5162920,IBRAHIMI MARKET,1758,DEEN'S CHEDDAR 200GM,22165,0,1,0,341
915,05-Jan-22,9338,UNITED G/S 0349.5162920,IBRAHIMI MARKET,1760,DEEN'S MOZARELLA 200GM,24635,0,1,0,379
915,05-Jan-22,9338,UNITED G/S 0349.5162920,IBRAHIMI MARKET,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,2,0,814
915,05-Jan-22,9338,UNITED G/S 0349.5162920,IBRAHIMI MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500
916,05-Jan-22,2043,GUL SUPER STORE,University Town,1758,DEEN'S CHEDDAR 200GM,22165,0,5,85,1620
916,05-Jan-22,2043,GUL SUPER STORE,University Town,1760,DEEN'S MOZARELLA 200GM,24635,0,4,75,1441
916,05-Jan-22,2043,GUL SUPER STORE,University Town,1763,DEEN'S SLICE CHEESE 200GM,25920,0,6,97,1847
917,05-Jan-22,2380,NOOR BAKER'S,OLD BARA ROAD,1760,DEEN'S MOZARELLA 200GM,24635,0,3,0,1137
918,05-Jan-22,9433,AL MIRAJ MART,OLD BARA ROASD,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,3,0,1221
918,05-Jan-22,9433,AL MIRAJ MART,OLD BARA ROASD,1763,DEEN'S SLICE CHEESE 200GM,25920,0,3,0,972
919,05-Jan-22,2042,SHAHEEN CHEMIST,University Town,1760,DEEN'S MOZARELLA 200GM,24635,0,3,0,1137
919,05-Jan-22,2042,SHAHEEN CHEMIST,University Town,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,4,0,1628
920,05-Jan-22,2343,BANGASH FOODS,TARU JABA,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
920,05-Jan-22,2343,BANGASH FOODS,TARU JABA,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,88,2030
921,05-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,536,2644
921,05-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,480,3756
922,05-Jan-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
922,05-Jan-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,176,4060
923,05-Jan-22,9582,GUL LALA,,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,4,960,5400
924,06-Jan-22,2046,TAJAMUL G/S,University Town,1763,DEEN'S SLICE CHEESE 200GM,25920,0,6,0,1944
925,06-Jan-22,9903,CHIL & GRILL 0312.9553655,MOHMAD ZAI,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,3,270,4500
925,06-Jan-22,9903,CHIL & GRILL 0312.9553655,MOHMAD ZAI,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,3,264,6090
926,06-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,536,2644
926,06-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,480,3756
927,06-Jan-22,2069,CHIEF BURGER,UNIVERSITY ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,1,0,900,15000
928,07-Jan-22,3464,DAY & NIGHT,OLD BARA ROAD,1758,DEEN'S CHEDDAR 200GM,22165,0,3,0,1023
928,07-Jan-22,3464,DAY & NIGHT,OLD BARA ROAD,1760,DEEN'S MOZARELLA 200GM,24635,0,3,156,981
928,07-Jan-22,3464,DAY & NIGHT,OLD BARA ROAD,1763,DEEN'S SLICE CHEESE 200GM,25920,0,3,0,972
929,07-Jan-22,2314,SHAH ZAIB GENERAL STORE,GUL BERG 2,1760,DEEN'S MOZARELLA 200GM,24635,0,4,0,1516
930,07-Jan-22,2290,SYED REHMAN,ARBAB ROAD,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,88,2030
931,07-Jan-22,2119,ZARI MART,GULBERG,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,2,0,814
932,07-Jan-22,2218,FAMILY MART,KHYBER SUPER MARKET GULBERG,1758,DEEN'S CHEDDAR 200GM,22165,0,3,0,1023
932,07-Jan-22,2218,FAMILY MART,KHYBER SUPER MARKET GULBERG,1760,DEEN'S MOZARELLA 200GM,24635,0,2,0,758
933,07-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,536,2644
933,07-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,480,3756
934,07-Jan-22,2046,TAJAMUL G/S,University Town,1772,w4-Dyh SLICE CHEESE 1 KG,15840,0,3,90,2880
935,08-Jan-22,6544,CHATRAL,CAMPUS,1758,DEEN'S CHEDDAR 200GM,22165,0,2,0,682
935,08-Jan-22,6544,CHATRAL,CAMPUS,1760,DEEN'S MOZARELLA 200GM,24635,0,2,0,758
936,08-Jan-22,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1758,DEEN'S CHEDDAR 200GM,22165,0,2,0,682
936,08-Jan-22,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1760,DEEN'S MOZARELLA 200GM,24635,0,2,0,758
936,08-Jan-22,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,2,0,814
936,08-Jan-22,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1763,DEEN'S SLICE CHEESE 200GM,25920,0,2,0,648
937,08-Jan-22,3467,IQRA SWEET & BAKERS,CAMPUS,1760,DEEN'S MOZARELLA 200GM,24635,0,3,0,1137
937,08-Jan-22,3467,IQRA SWEET & BAKERS,CAMPUS,1763,DEEN'S SLICE CHEESE 200GM,25920,0,3,63,909
938,08-Jan-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1758,DEEN'S CHEDDAR 200GM,22165,0,2,0,682
938,08-Jan-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1760,DEEN'S MOZARELLA 200GM,24635,0,3,139,998
938,08-Jan-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1763,DEEN'S SLICE CHEESE 200GM,25920,0,3,0,972
939,08-Jan-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
939,08-Jan-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,176,4060
940,08-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,536,2644
940,08-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,480,3756
941,08-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,536,2644
941,08-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,480,3756
942,08-Jan-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,180,4056
942,08-Jan-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,176,3004
943,08-Jan-22,2343,BANGASH FOODS,TARU JABA,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
943,08-Jan-22,2343,BANGASH FOODS,TARU JABA,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,88,2030
944,10-Jan-22,2213,AL HAMRA SUPER STORE,DILZAQ ROAD,1760,DEEN'S MOZARELLA 200GM,24635,0,3,251,886
944,10-Jan-22,2213,AL HAMRA SUPER STORE,DILZAQ ROAD,1763,DEEN'S SLICE CHEESE 200GM,25920,0,12,0,3888
945,10-Jan-22,2369,SHABIR G/S,FAQERA ABAD,1758,DEEN'S CHEDDAR 200GM,22165,0,2,0,682
945,10-Jan-22,2369,SHABIR G/S,FAQERA ABAD,1760,DEEN'S MOZARELLA 200GM,24635,0,1,0,379
946,10-Jan-22,2330,NAWAZ GENERAL STORE,FAQERA ABAD,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,1,0,407
946,10-Jan-22,2330,NAWAZ GENERAL STORE,FAQERA ABAD,1763,DEEN'S SLICE CHEESE 200GM,25920,0,2,0,648
947,10-Jan-22,9300,MOTI MEHAL BAKERS,MINHASH TAWAR WARSAK ROAD,1760,DEEN'S MOZARELLA 200GM,24635,0,2,0,758
947,10-Jan-22,9300,MOTI MEHAL BAKERS,MINHASH TAWAR WARSAK ROAD,1758,DEEN'S CHEDDAR 200GM,22165,0,2,0,682
948,10-Jan-22,2391,SEVEN SUPER STORE,WARSAK ROAD,1760,DEEN'S MOZARELLA 200GM,24635,0,2,0,758
948,10-Jan-22,2391,SEVEN SUPER STORE,WARSAK ROAD,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,3,0,1221
948,10-Jan-22,2391,SEVEN SUPER STORE,WARSAK ROAD,1763,DEEN'S SLICE CHEESE 200GM,25920,0,4,0,1296
949,10-Jan-22,9373,BANGASH G/S,DEFENCE,1760,DEEN'S MOZARELLA 200GM,24635,0,3,0,1137
949,10-Jan-22,9373,BANGASH G/S,DEFENCE,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,1,0,407
949,10-Jan-22,9373,BANGASH G/S,DEFENCE,1763,DEEN'S SLICE CHEESE 200GM,25920,0,4,0,1296
950,10-Jan-22,2377,LIAQAT GENERAL STORE,JAVED TOWN GUL BAHAR,1772,DEEN SLICE CHEESE 1 KG,15840,0,1,30,960
951,10-Jan-22,9030,CAFE 24,RASHAQAI,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,6,540,9000
951,10-Jan-22,9030,CAFE 24,RASHAQAI,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,3,264,6090
952,10-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,536,2644
952,10-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,480,3756
953,11-Jan-22,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1758,DEEN'S CHEDDAR 200GM,22165,0,4,68,1296
953,11-Jan-22,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1760,DEEN'S MOZARELLA 200GM,24635,0,4,75,1441
953,11-Jan-22,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1763,DEEN'S SLICE CHEESE 200GM,25920,0,2,32,616
954,11-Jan-22,2128,BROTHERS G/STORE,IBRAHIMI MARKET,1758,DEEN'S CHEDDAR 200GM,22165,0,2,0,682
954,11-Jan-22,2128,BROTHERS G/STORE,IBRAHIMI MARKET,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,1,0,407
955,11-Jan-22,2023,ARYANA S/S,Nawab Market,1758,DEEN'S CHEDDAR 200GM,22165,0,2,0,682
955,11-Jan-22,2023,ARYANA S/S,Nawab Market,1760,DEEN'S MOZARELLA 200GM,24635,0,6,0,2274
955,11-Jan-22,2023,ARYANA S/S,Nawab Market,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,6,0,2442
955,11-Jan-22,2023,ARYANA S/S,Nawab Market,1763,DEEN'S SLICE CHEESE 200GM,25920,0,6,0,1944
956,11-Jan-22,9415,ASAD G/S,BANGASH MARKET,1758,DEEN'S CHEDDAR 200GM,22165,0,1,0,341
956,11-Jan-22,9415,ASAD G/S,BANGASH MARKET,1760,DEEN'S MOZARELLA 200GM,24635,0,1,0,379
956,11-Jan-22,9415,ASAD G/S,BANGASH MARKET,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,1,0,407
956,11-Jan-22,9415,ASAD G/S,BANGASH MARKET,1763,DEEN'S SLICE CHEESE 200GM,25920,0,2,0,648
957,11-Jan-22,2014,LALAZAR G/S,Bangash Market,1760,DEEN'S MOZARELLA 200GM,24635,0,3,0,1137
958,11-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,536,2644
958,11-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,480,3756
959,11-Jan-22,9420,QUETA CHAYE SHAYE,SHER KHAN MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,88,2030
960,12-Jan-22,2085,JAN'S PHARMACY,,1758,DEEN'S CHEDDAR 200GM,22165,0,5,0,1705
960,12-Jan-22,2085,JAN'S PHARMACY,,1760,DEEN'S MOZARELLA 200GM,24635,0,4,0,1516
960,12-Jan-22,2085,JAN'S PHARMACY,,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,3,0,1221
961,12-Jan-22,9448,GALAXY MART,NASIR BAGH ROAD,1758,DEEN'S CHEDDAR 200GM,22165,0,4,0,1364
961,12-Jan-22,9448,GALAXY MART,NASIR BAGH ROAD,1760,DEEN'S MOZARELLA 200GM,24635,0,4,0,1516
961,12-Jan-22,9448,GALAXY MART,NASIR BAGH ROAD,1763,DEEN'S SLICE CHEESE 200GM,25920,0,4,0,1296
962,12-Jan-22,2046,TAJAMUL G/S,University Town,1760,DEEN'S MOZARELLA 200GM,24635,0,5,0,1895
962,12-Jan-22,2046,TAJAMUL G/S,University Town,1772,DEEN SLICE CHEESE 1 KG,15840,0,3,90,2880
963,12-Jan-22,2043,GUL SUPER STORE,University Town,1758,DEEN'S CHEDDAR 200GM,22165,0,3,51,972
963,12-Jan-22,2043,GUL SUPER STORE,University Town,1760,DEEN'S MOZARELLA 200GM,24635,0,3,56,1081
963,12-Jan-22,2043,GUL SUPER STORE,University Town,1763,DEEN'S SLICE CHEESE 200GM,25920,0,6,97,1847
964,12-Jan-22,5421,TOWN LIGHT BAKER,OLD BARA ROAD,1763,DEEN'S SLICE CHEESE 200GM,25920,0,5,0,1620
965,12-Jan-22,2380,NOOR BAKER'S,OLD BARA ROAD,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,3,0,1221
965,12-Jan-22,2380,NOOR BAKER'S,OLD BARA ROAD,1763,DEEN'S SLICE CHEESE 200GM,25920,0,2,0,648
966,12-Jan-22,9903,CHIL & GRILL 0312.9553655,MOHMAD ZAI,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
966,12-Jan-22,9903,CHIL & GRILL 0312.9553655,MOHMAD ZAI,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,3,264,6090
967,12-Jan-22,9392,FARHAN TR,NOTHIA KADEEM,1760,DEEN'S MOZARELLA 200GM,24635,0,18,477,6345
968,12-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,536,2644
968,12-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,480,3756
969,12-Jan-22,2313,YOUNAS GENERAL STORE,GUL BERG 2,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,1,92,315
971,13-Jan-22,2343,BANGASH FOODS,TARU JABA,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
971,13-Jan-22,2343,BANGASH FOODS,TARU JABA,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,88,2030
972,13-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,536,2644
972,13-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,480,3756
973,13-Jan-22,2359,ZAHID MOHMAND,NOTHIA,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500
974,13-Jan-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,3,270,4500
974,13-Jan-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,3,264,6090
975,14-Jan-22,3464,DAY & NIGHT,OLD BARA ROAD,1758,DEEN'S CHEDDAR 200GM,22165,0,2,0,682
975,14-Jan-22,3464,DAY & NIGHT,OLD BARA ROAD,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,4,0,1628
975,14-Jan-22,3464,DAY & NIGHT,OLD BARA ROAD,1763,DEEN'S SLICE CHEESE 200GM,25920,0,4,0,1296
976,14-Jan-22,2314,SHAH ZAIB GENERAL STORE,GUL BERG 2,1758,DEEN'S CHEDDAR 200GM,22165,0,2,0,682
976,14-Jan-22,2314,SHAH ZAIB GENERAL STORE,GUL BERG 2,1763,DEEN'S SLICE CHEESE 200GM,25920,0,3,0,972
977,14-Jan-22,2119,ZARI MART,GULBERG,1758,DEEN'S CHEDDAR 200GM,22165,0,3,0,1023
977,14-Jan-22,2119,ZARI MART,GULBERG,1760,DEEN'S MOZARELLA 200GM,24635,0,3,201,936
977,14-Jan-22,2119,ZARI MART,GULBERG,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,3,0,1221
977,14-Jan-22,2119,ZARI MART,GULBERG,1763,DEEN'S SLICE CHEESE 200GM,25920,0,2,0,648
978,14-Jan-22,2190,RAFAY FAMILY MART,swati phattak,1772,DEEN SLICE CHEESE 1 KG,15840,0,1,0,990
979,14-Jan-22,2063,QURESHI G/S,Saddar Cantt Peshawar,1758,DEEN'S CHEDDAR 200GM,22165,0,6,102,1944
979,14-Jan-22,2063,QURESHI G/S,Saddar Cantt Peshawar,1760,DEEN'S MOZARELLA 200GM,24635,0,6,113,2161
980,14-Jan-22,2110,ATTIQ MEDICOS,SUPER MARKET,1758,DEEN'S CHEDDAR 200GM,22165,0,2,0,682
980,14-Jan-22,2110,ATTIQ MEDICOS,SUPER MARKET,1760,DEEN'S MOZARELLA 200GM,24635,0,2,0,758
980,14-Jan-22,2110,ATTIQ MEDICOS,SUPER MARKET,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,4,0,1628
980,14-Jan-22,2110,ATTIQ MEDICOS,SUPER MARKET,1763,DEEN'S SLICE CHEESE 200GM,25920,0,3,0,972
981,14-Jan-22,2354,HASSAN  GENERAL STORE,SUPER MARKET,1760,DEEN'S MOZARELLA 200GM,24635,0,2,0,758
982,14-Jan-22,9389,SADAQAT JUICE,DALAZAQ ROAD  NEAR ALHAMRA,1772,DEEN SLICE CHEESE 1 KG,15840,0,2,0,1980
983,14-Jan-22,9420,QUETA CHAYE SHAYE,SHER KHAN MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,88,2030
984,14-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,536,2644
984,14-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,480,3756
985,14-Jan-22,2290,SYED REHMAN,ARBAB ROAD,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,88,2030
986,14-Jan-22,9358,EAT ZILLLA,IBRAHIMI  MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
986,14-Jan-22,9358,EAT ZILLLA,IBRAHIMI  MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,176,4060
987,14-Jan-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
987,14-Jan-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,176,4060
988,15-Jan-22,6544,CHATRAL,CAMPUS,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,2,0,814
988,15-Jan-22,6544,CHATRAL,CAMPUS,1763,DEEN'S SLICE CHEESE 200GM,25920,0,4,0,1296
989,15-Jan-22,2050,MADINA G/S,Tehkal,1772,DEEN SLICE CHEESE 1 KG,15840,0,2,60,1920
990,15-Jan-22,2216,HARSHY STORE,UNIVERSITY TOWN,1763,DEEN'S SLICE CHEESE 200GM,25920,0,6,0,1944
991,15-Jan-22,2186,HAMDAN BAKERS,SADADR FAWARA CHOWK,1758,DEEN'S CHEDDAR 200GM,22165,0,5,0,1705
991,15-Jan-22,2186,HAMDAN BAKERS,SADADR FAWARA CHOWK,1772,DEEN SLICE CHEESE 1 KG,15840,0,2,0,1980
992,15-Jan-22,8939,HILAL FOOD,SADAR,1772,DEEN SLICE CHEESE 1 KG,15840,0,3,90,2880
993,15-Jan-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1758,DEEN'S CHEDDAR 200GM,22165,0,1,17,324
993,15-Jan-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1760,DEEN'S MOZARELLA 200GM,24635,0,2,39,719
993,15-Jan-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1762,DEEN'S PIZZA CHEESE 200GM,26455,0,3,61,1160
993,15-Jan-22,2274,KHAWAJA GENERAL STORE,ASIA GATE,1763,DEEN'S SLICE CHEESE 200GM,25920,0,4,64,1232
994,15-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,4,960,5400
994,15-Jan-22,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,4,1072,7400
995,15-Jan-22,2367,AMIR BAKARS,BANU,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,1,90,1500
995,15-Jan-22,2367,AMIR BAKARS,BANU,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,1,88,2030
996,15-Jan-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,15900,0,2,180,3000
996,15-Jan-22,2159,SNACK FOOD CAFE,ZANGAL MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,21180,0,2,176,4060
997,17-Jan-22,2213,AL HAMRA SUPER STORE,DILZAQ ROAD,1758,DEEN'S CHEDDAR 200GM,22165,0,6,102,1944
997,17-Jan-22,2213,AL HAMRA SUPER STORE,DILZAQ ROAD,1760,DEEN'S MOZARELLA 200GM,24635,0,6,113,2161
997,17-Jan-22,2213,AL HAMRA SUPER STORE,DILZAQ ROAD,1763,DEEN'S SLICE CHEESE 200GM,25920,0,12,194,3694
998,17-Jan-22,2369,SHABIR G/S,FAQERA ABAD,1760,DEEN'S MOZARELLA 200GM,24635,0,2,0,758
