No,Date,C/code,Customer_name,Customer_address,Item_code,Product_name,Orignal_price,CTN,PCS,Total_discount,Discount_price,PCS_in_CTN,Price_per_PCS,Discount_per_piece,Month,Price Range,Has_Discount
156,2021-09-29,9903,CHIL & GRILL 0312.9553655,MOHMAD ZAI,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,3,225,5550,10,1925.0,75.0,9,Low,1
157,2021-09-29,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450.0,100.0,9,Low,1
157,2021-09-29,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,2,150,3700,10,1925.0,75.0,9,Low,1
158,2021-09-30,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450.0,100.0,9,Low,1
158,2021-09-30,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,2,150,3700,10,1925.0,75.0,9,Low,1
159,2021-09-30,2232,MASOOD  G/S,SITARA MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,3,300,4050,10,1450.0,100.0,9,Low,1
159,2021-09-30,2232,MASOOD  G/S,SITARA MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,3,225,5550,10,1925.0,75.0,9,Low,1
160,2021-09-30,2136,MOHMAND G/S,SUPER MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,3,0,930,72,279.8611111111111,0.0,9,Low,0
160,2021-09-30,2136,MOHMAND G/S,SUPER MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311.4583333333333,0.0,9,Low,0
161,2021-09-30,9375,SHINWARI G/S,KHATTAK MARKET,1772,DEEN'S SLICE CHEESE 1 KG,14400,0,1,30,870,16,900.0,30.0,9,Low,1
162,2021-09-30,9030,CAFE 24,RASHAQAI,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,8,0,11600,10,1450.0,0.0,9,Low,0
162,2021-09-30,9030,CAFE 24,RASHAQAI,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,4,0,7700,10,1925.0,0.0,9,Low,0
163,2021-09-30,9389,SADAQAT JUICE,DALAZAQ ROAD  NEAR ALHAMRA,1772,DEEN'S SLICE CHEESE 1 KG,14400,0,2,0,1800,16,900.0,0.0,9,Low,0
164,2021-10-01,2277,KHURSHEED GENERAL STORE,GUL BERG NO 2,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279.8611111111111,0.0,10,Low,0
164,2021-10-01,2277,KHURSHEED GENERAL STORE,GUL BERG NO 2,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,10,Low,0
164,2021-10-01,2277,KHURSHEED GENERAL STORE,GUL BERG NO 2,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,2,0,740,72,334.02777777777777,0.0,10,Low,0
164,2021-10-01,2277,KHURSHEED GENERAL STORE,GUL BERG NO 2,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295.0,0.0,10,Low,0
165,2021-10-01,2314,SHAH ZAIB GENERAL STORE,GUL BERG 2,1758,DEEN'S CHEDDAR 200GM,20150,0,3,0,930,72,279.8611111111111,0.0,10,Low,0
165,2021-10-01,2314,SHAH ZAIB GENERAL STORE,GUL BERG 2,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311.4583333333333,0.0,10,Low,0
165,2021-10-01,2314,SHAH ZAIB GENERAL STORE,GUL BERG 2,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,1,0,370,72,334.02777777777777,0.0,10,Low,0
165,2021-10-01,2314,SHAH ZAIB GENERAL STORE,GUL BERG 2,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295.0,0.0,10,Low,0
166,2021-10-01,2063,QURESHI G/S,Saddar Cantt Peshawar,1760,DEEN'S MOZARELLA 200GM,22425,0,12,200,3940,72,311.4583333333333,16.666666666666668,10,Low,1
167,2021-10-01,9450,LAG NOOR RES,Saddar Cantt Peshawar,1772,DEEN'S SLICE CHEESE 1 KG,14400,0,1,30,870,16,900.0,30.0,10,Low,1
168,2021-10-01,2186,HAMDAN BAKERS,SADADR FAWARA CHOWK,1758,DEEN'S CHEDDAR 200GM,20150,0,6,0,1860,72,279.8611111111111,0.0,10,Low,0
168,2021-10-01,2186,HAMDAN BAKERS,SADADR FAWARA CHOWK,1760,DEEN'S MOZARELLA 200GM,22425,0,6,0,2070,72,311.4583333333333,0.0,10,Low,0
168,2021-10-01,2186,HAMDAN BAKERS,SADADR FAWARA CHOWK,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,6,0,2220,72,334.02777777777777,0.0,10,Low,0
168,2021-10-01,2186,HAMDAN BAKERS,SADADR FAWARA CHOWK,1763,DEEN'S SLICE CHEESE 200GM,23600,0,8,0,2360,80,295.0,0.0,10,Low,0
169,2021-10-01,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450.0,100.0,10,Low,1
169,2021-10-01,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,2,150,3700,10,1925.0,75.0,10,Low,1
169,2021-10-01,8992,PIZZA FLAME,IBRAHIM MARKET,1772,DEEN'S SLICE CHEESE 1 KG,14400,0,1,0,900,16,900.0,0.0,10,Low,0
170,2021-10-02,6544,CHATRAL,CAMPUS,1758,DEEN'S CHEDDAR 200GM,20150,0,4,0,1240,72,279.8611111111111,0.0,10,Low,0
170,2021-10-02,6544,CHATRAL,CAMPUS,1760,DEEN'S MOZARELLA 200GM,22425,0,6,0,2070,72,311.4583333333333,0.0,10,Low,0
170,2021-10-02,6544,CHATRAL,CAMPUS,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,4,0,1480,72,334.02777777777777,0.0,10,Low,0
170,2021-10-02,6544,CHATRAL,CAMPUS,1763,DEEN'S SLICE CHEESE 200GM,23600,0,3,0,885,80,295.0,0.0,10,Low,0
171,2021-10-02,3467,IQRA SWEET & BAKERS,CAMPUS,1758,DEEN'S CHEDDAR 200GM,20150,0,3,0,930,72,279.8611111111111,0.0,10,Low,0
171,2021-10-02,3467,IQRA SWEET & BAKERS,CAMPUS,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311.4583333333333,0.0,10,Low,0
171,2021-10-02,3467,IQRA SWEET & BAKERS,CAMPUS,1763,DEEN'S SLICE CHEESE 200GM,23600,0,3,0,885,80,295.0,0.0,10,Low,0
172,2021-10-02,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279.8611111111111,0.0,10,Low,0
172,2021-10-02,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,3,0,1110,72,334.02777777777777,0.0,10,Low,0
172,2021-10-02,9031,UNIVERSITY BAKERS 03335992712,PESHAWAR UNIVERSITY,1763,DEEN'S SLICE CHEESE 200GM,23600,0,1,0,295,80,295.0,0.0,10,Low,0
173,2021-10-02,6511,USMAN GENERAL STORE,FAQERA ABAD,1760,DEEN'S MOZARELLA 200GM,22425,0,8,0,2760,72,311.4583333333333,0.0,10,Low,0
173,2021-10-02,6511,USMAN GENERAL STORE,FAQERA ABAD,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,4,44,1436,72,334.02777777777777,11.0,10,Low,1
174,2021-10-02,2274,KHAWAJA GENERAL STORE,ASIA GATE,1758,DEEN'S CHEDDAR 200GM,20150,0,2,31,589,72,279.8611111111111,15.5,10,Low,1
174,2021-10-02,2274,KHAWAJA GENERAL STORE,ASIA GATE,1760,DEEN'S MOZARELLA 200GM,22425,0,2,34,656,72,311.4583333333333,17.0,10,Low,1
174,2021-10-02,2274,KHAWAJA GENERAL STORE,ASIA GATE,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,2,37,703,72,334.02777777777777,18.5,10,Low,1
175,2021-10-02,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,5,500,6750,10,1450.0,100.0,10,Low,1
175,2021-10-02,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,5,375,9250,10,1925.0,75.0,10,Low,1
176,2021-10-04,9373,BANGASH G/S,DEFENCE,1758,DEEN'S CHEDDAR 200GM,20150,0,1,0,310,72,279.8611111111111,0.0,10,Low,0
176,2021-10-04,9373,BANGASH G/S,DEFENCE,1760,DEEN'S MOZARELLA 200GM,22425,0,1,0,345,72,311.4583333333333,0.0,10,Low,0
176,2021-10-04,9373,BANGASH G/S,DEFENCE,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,1,0,370,72,334.02777777777777,0.0,10,Low,0
176,2021-10-04,9373,BANGASH G/S,DEFENCE,1763,DEEN'S SLICE CHEESE 200GM,23600,0,1,0,295,80,295.0,0.0,10,Low,0
177,2021-10-04,9296,WARSAK MALL,WARSAK ROAD,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,10,Low,0
177,2021-10-04,9296,WARSAK MALL,WARSAK ROAD,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,3,91,1019,72,334.02777777777777,30.333333333333332,10,Low,1
177,2021-10-04,9296,WARSAK MALL,WARSAK ROAD,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295.0,0.0,10,Low,0
178,2021-10-04,9300,MOTI MEHAL BAKERS,MINHASH TAWAR WARSAK ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450.0,100.0,10,Low,1
179,2021-10-04,2140,JEHAN ZAIB,ABDARA ROAD,1759,DEEN'S CHEDDAR 400GM,20700,0,1,0,575,36,575.0,0.0,10,Low,0
179,2021-10-04,2140,JEHAN ZAIB,ABDARA ROAD,1761,DEEN'S MOZARELLA 400GM,23400,0,1,0,650,36,650.0,0.0,10,Low,0
180,2021-10-04,2095,BULL RING,OLD BARA ROAD,1772,DEEN'S SLICE CHEESE 1 KG,14400,0,1,30,870,16,900.0,30.0,10,Low,1
181,2021-10-04,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450.0,100.0,10,Low,1
181,2021-10-04,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,2,150,3700,10,1925.0,75.0,10,Low,1
182,2021-10-04,2069,CHIEF BURGER,UNIVERSITY ROAD,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,2,20,2000,27000,10,1450.0,100.0,10,Low,1
183,2021-10-04,9392,FARHAN TR,NOTHIA KADEEM,1758,DEEN'S CHEDDAR 200GM,20150,0,6,130,1730,72,279.8611111111111,21.666666666666668,10,Low,1
183,2021-10-04,9392,FARHAN TR,NOTHIA KADEEM,1760,DEEN'S MOZARELLA 200GM,22425,0,12,289,3851,72,311.4583333333333,24.083333333333332,10,Low,1
183,2021-10-04,9392,FARHAN TR,NOTHIA KADEEM,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,6,155,2065,72,334.02777777777777,25.833333333333332,10,Low,1
183,2021-10-04,9392,FARHAN TR,NOTHIA KADEEM,1763,DEEN'S SLICE CHEESE 200GM,23600,0,12,247,3293,80,295.0,20.583333333333332,10,Low,1
184,2021-10-04,9953,SULTAN & BROTHER,MARDAN,1758,DEEN'S CHEDDAR 200GM,20150,1,72,1410,18740,72,279.8611111111111,19.583333333333332,10,Low,1
184,2021-10-04,9953,SULTAN & BROTHER,MARDAN,1759,DEEN'S CHEDDAR 400GM,20700,1,36,1449,19251,36,575.0,40.25,10,Low,1
184,2021-10-04,9953,SULTAN & BROTHER,MARDAN,1760,DEEN'S MOZARELLA 200GM,22425,1,72,1569,20856,72,311.4583333333333,21.791666666666668,10,Low,1
184,2021-10-04,9953,SULTAN & BROTHER,MARDAN,1761,DEEN'S MOZARELLA 400GM,23400,0,20,910,12090,36,650.0,45.5,10,Low,1
184,2021-10-04,9953,SULTAN & BROTHER,MARDAN,1762,DEEN'S PIZZA CHEESE 200GM,24050,1,72,1683,22367,72,334.02777777777777,23.375,10,Low,1
184,2021-10-04,9953,SULTAN & BROTHER,MARDAN,1763,DEEN'S SLICE CHEESE 200GM,23600,1,80,1652,21948,80,295.0,20.65,10,Low,1
184,2021-10-04,9953,SULTAN & BROTHER,MARDAN,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,2,20,2030,26970,10,1450.0,101.5,10,Low,1
184,2021-10-04,9953,SULTAN & BROTHER,MARDAN,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,1,10,1347,17903,10,1925.0,134.7,10,Low,1
184,2021-10-04,9953,SULTAN & BROTHER,MARDAN,1772,DEEN'S SLICE CHEESE 1 KG,14400,0,14,882,11718,16,900.0,63.0,10,Low,1
185,2021-10-05,9556,EASY MART,ZANGAL MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,1,0,310,72,279.8611111111111,0.0,10,Low,0
185,2021-10-05,9556,EASY MART,ZANGAL MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,10,Low,0
185,2021-10-05,9556,EASY MART,ZANGAL MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,1,0,370,72,334.02777777777777,0.0,10,Low,0
185,2021-10-05,9556,EASY MART,ZANGAL MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,1,0,295,80,295.0,0.0,10,Low,0
186,2021-10-05,2242,INSAF HOTEL,ZANGAL MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,4,0,1180,80,295.0,0.0,10,Low,0
187,2021-10-05,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1758,DEEN'S CHEDDAR 200GM,20150,0,3,46,884,72,279.8611111111111,15.333333333333334,10,Low,1
187,2021-10-05,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1760,DEEN'S MOZARELLA 200GM,22425,0,6,103,1967,72,311.4583333333333,17.166666666666668,10,Low,1
187,2021-10-05,2118,TOP TOWN,TORANGZAI MARKET HAYATBAD,1763,DEEN'S SLICE CHEESE 200GM,23600,0,5,73,1402,80,295.0,14.6,10,Low,1
188,2021-10-05,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279.8611111111111,0.0,10,Low,0
188,2021-10-05,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,10,Low,0
188,2021-10-05,9451,ZAFAR G/S,HAYATABAD TURANGZAI MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,4,0,1180,80,295.0,0.0,10,Low,0
189,2021-10-05,2148,FRIENDS SUPER STORE,NAWAB MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,4,0,1180,80,295.0,0.0,10,Low,0
190,2021-10-05,2023,ARYANA S/S,Nawab Market,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,10,Low,0
190,2021-10-05,2023,ARYANA S/S,Nawab Market,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,6,0,2220,72,334.02777777777777,0.0,10,Low,0
190,2021-10-05,2023,ARYANA S/S,Nawab Market,1763,DEEN'S SLICE CHEESE 200GM,23600,0,6,0,1770,80,295.0,0.0,10,Low,0
191,2021-10-05,9306,DIL PASAND,BANGHASH MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,6,0,1770,80,295.0,0.0,10,Low,0
192,2021-10-05,9415,ASAD G/S,BANGASH MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,1,0,310,72,279.8611111111111,0.0,10,Low,0
192,2021-10-05,9415,ASAD G/S,BANGASH MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,1,0,345,72,311.4583333333333,0.0,10,Low,0
192,2021-10-05,9415,ASAD G/S,BANGASH MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295.0,0.0,10,Low,0
193,2021-10-05,2014,LALAZAR G/S,Bangash Market,1758,DEEN'S CHEDDAR 200GM,20150,0,3,0,930,72,279.8611111111111,0.0,10,Low,0
193,2021-10-05,2014,LALAZAR G/S,Bangash Market,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311.4583333333333,0.0,10,Low,0
193,2021-10-05,2014,LALAZAR G/S,Bangash Market,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,3,0,1110,72,334.02777777777777,0.0,10,Low,0
193,2021-10-05,2014,LALAZAR G/S,Bangash Market,1763,DEEN'S SLICE CHEESE 200GM,23600,0,3,0,885,80,295.0,0.0,10,Low,0
194,2021-10-05,3438,AFRIDI GENERAL STORE,BANGESH MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,10,Low,0
194,2021-10-05,3438,AFRIDI GENERAL STORE,BANGESH MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295.0,0.0,10,Low,0
195,2021-10-05,9337,FRIENDS G/S,BEMRAM MARKET PHASE 7,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,10,Low,0
195,2021-10-05,9337,FRIENDS G/S,BEMRAM MARKET PHASE 7,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,1,50,320,72,334.02777777777777,50.0,10,Low,1
195,2021-10-05,9337,FRIENDS G/S,BEMRAM MARKET PHASE 7,1763,DEEN'S SLICE CHEESE 200GM,23600,0,2,0,590,80,295.0,0.0,10,Low,0
196,2021-10-05,8898,SS SUPER STORE,COL SHER KHAN MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,2,0,690,72,311.4583333333333,0.0,10,Low,0
196,2021-10-05,8898,SS SUPER STORE,COL SHER KHAN MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,2,0,740,72,334.02777777777777,0.0,10,Low,0
196,2021-10-05,8898,SS SUPER STORE,COL SHER KHAN MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,1,0,295,80,295.0,0.0,10,Low,0
197,2021-10-05,2015,AD STORE,Colonel Sher Khan Market,1758,DEEN'S CHEDDAR 200GM,20150,0,3,0,930,72,279.8611111111111,0.0,10,Low,0
197,2021-10-05,2015,AD STORE,Colonel Sher Khan Market,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311.4583333333333,0.0,10,Low,0
198,2021-10-05,3399,MARINA FAST FOOD,skha koat,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450.0,100.0,10,Low,1
198,2021-10-05,3399,MARINA FAST FOOD,skha koat,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,1,75,1850,10,1925.0,75.0,10,Low,1
198,2021-10-05,3399,MARINA FAST FOOD,skha koat,1772,DEEN'S SLICE CHEESE 1 KG,14400,0,1,0,900,16,900.0,0.0,10,Low,0
199,2021-10-05,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450.0,100.0,10,Low,1
199,2021-10-05,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,2,150,3700,10,1925.0,75.0,10,Low,1
200,2021-10-05,9929,I B TRDER,IBRAHIM MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,35,845,11230,72,311.4583333333333,24.142857142857142,10,Low,1
200,2021-10-05,9929,I B TRDER,IBRAHIM MARKET,1763,DEEN'S SLICE CHEESE 200GM,23600,0,50,1032,13718,80,295.0,20.64,10,Low,1
200,2021-10-05,9929,I B TRDER,IBRAHIM MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,40,1036,13764,72,334.02777777777777,25.9,10,Low,1
200,2021-10-05,9929,I B TRDER,IBRAHIM MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,40,868,11532,72,279.8611111111111,21.7,10,Low,1
201,2021-10-05,9455,ASKARI CAFE,ASKARI 6,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450.0,100.0,10,Low,1
201,2021-10-05,9455,ASKARI CAFE,ASKARI 6,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,1,75,1850,10,1925.0,75.0,10,Low,1
202,2021-10-06,2032,PASHA JUICE,Nasir Bagh,1760,DEEN'S MOZARELLA 200GM,22425,0,8,138,2622,72,311.4583333333333,17.25,10,Low,1
202,2021-10-06,2032,PASHA JUICE,Nasir Bagh,1763,DEEN'S SLICE CHEESE 200GM,23600,0,4,59,1121,80,295.0,14.75,10,Low,1
203,2021-10-06,2100,MR MART,NASIR BAGH ROAD,1758,DEEN'S CHEDDAR 200GM,20150,0,8,0,2480,72,279.8611111111111,0.0,10,Low,0
203,2021-10-06,2100,MR MART,NASIR BAGH ROAD,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311.4583333333333,0.0,10,Low,0
203,2021-10-06,2100,MR MART,NASIR BAGH ROAD,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,2,0,740,72,334.02777777777777,0.0,10,Low,0
203,2021-10-06,2100,MR MART,NASIR BAGH ROAD,1763,DEEN'S SLICE CHEESE 200GM,23600,0,8,0,2360,80,295.0,0.0,10,Low,0
204,2021-10-06,2171,ASKARI 6,NASIR BAGH ROAD,1763,DEEN'S SLICE CHEESE 200GM,23600,0,6,53,1717,80,295.0,8.833333333333334,10,Low,1
205,2021-10-06,2034,ALYANZ SUPER STORE,Askari 6,1758,DEEN'S CHEDDAR 200GM,20150,0,4,0,1240,72,279.8611111111111,0.0,10,Low,0
205,2021-10-06,2034,ALYANZ SUPER STORE,Askari 6,1763,DEEN'S SLICE CHEESE 200GM,23600,0,4,35,1145,80,295.0,8.75,10,Low,1
206,2021-10-06,2046,TAJAMUL G/S,University Town,1760,DEEN'S MOZARELLA 200GM,22425,0,6,0,2070,72,311.4583333333333,0.0,10,Low,0
206,2021-10-06,2046,TAJAMUL G/S,University Town,1763,DEEN'S SLICE CHEESE 200GM,23600,0,6,0,1770,80,295.0,0.0,10,Low,0
207,2021-10-06,9965,RAINBOW STORE,TOWN,1758,DEEN'S CHEDDAR 200GM,20150,0,2,0,620,72,279.8611111111111,0.0,10,Low,0
207,2021-10-06,9965,RAINBOW STORE,TOWN,1763,DEEN'S SLICE CHEESE 200GM,23600,0,4,0,1180,80,295.0,0.0,10,Low,0
208,2021-10-06,2042,SHAHEEN CHEMIST,University Town,1760,DEEN'S MOZARELLA 200GM,22425,0,6,103,1967,72,311.4583333333333,17.166666666666668,10,Low,1
209,2021-10-06,2043,GUL SUPER STORE,University Town,1758,DEEN'S CHEDDAR 200GM,20150,0,8,124,2356,72,279.8611111111111,15.5,10,Low,1
209,2021-10-06,2043,GUL SUPER STORE,University Town,1760,DEEN'S MOZARELLA 200GM,22425,0,6,103,1967,72,311.4583333333333,17.166666666666668,10,Low,1
209,2021-10-06,2043,GUL SUPER STORE,University Town,1763,DEEN'S SLICE CHEESE 200GM,23600,0,6,88,1682,80,295.0,14.666666666666666,10,Low,1
210,2021-10-06,5421,TOWN LIGHT BAKER,OLD BARA ROAD,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311.4583333333333,0.0,10,Low,0
210,2021-10-06,5421,TOWN LIGHT BAKER,OLD BARA ROAD,1763,DEEN'S SLICE CHEESE 200GM,23600,0,3,0,885,80,295.0,0.0,10,Low,0
211,2021-10-06,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450.0,100.0,10,Low,1
211,2021-10-06,8992,PIZZA FLAME,IBRAHIM MARKET,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,2,150,3700,10,1925.0,75.0,10,Low,1
212,2021-10-06,9030,CAFE 24,RASHAQAI,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,8,0,11600,10,1450.0,0.0,10,Low,0
212,2021-10-06,9030,CAFE 24,RASHAQAI,1771,DEEN'S MOZRELLA CHEESE BLOCK,19250,0,4,0,7700,10,1925.0,0.0,10,Low,0
213,2021-10-07,2232,MASOOD  G/S,SITARA MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,3,0,930,72,279.8611111111111,0.0,10,Low,0
213,2021-10-07,2232,MASOOD  G/S,SITARA MARKET,1759,DEEN'S CHEDDAR 400GM,20700,0,3,0,1725,36,575.0,0.0,10,Low,0
213,2021-10-07,2232,MASOOD  G/S,SITARA MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311.4583333333333,0.0,10,Low,0
213,2021-10-07,2232,MASOOD  G/S,SITARA MARKET,1761,DEEN'S MOZARELLA 400GM,23400,0,3,0,1950,36,650.0,0.0,10,Low,0
213,2021-10-07,2232,MASOOD  G/S,SITARA MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,3,0,1110,72,334.02777777777777,0.0,10,Low,0
214,2021-10-07,2323,AZIZ TD,SITARA MARKET,1759,DEEN'S CHEDDAR 400GM,20700,0,3,0,1725,36,575.0,0.0,10,Low,0
214,2021-10-07,2323,AZIZ TD,SITARA MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,3,300,4050,10,1450.0,100.0,10,Low,1
215,2021-10-07,2136,MOHMAND G/S,SUPER MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,3,0,1035,72,311.4583333333333,0.0,10,Low,0
216,2021-10-07,2007,FAISAL STORE,Yousaf Zai Market,1758,DEEN'S CHEDDAR 200GM,20150,0,3,0,930,72,279.8611111111111,0.0,10,Low,0
216,2021-10-07,2007,FAISAL STORE,Yousaf Zai Market,1760,DEEN'S MOZARELLA 200GM,22425,0,6,62,2008,72,311.4583333333333,10.333333333333334,10,Low,1
217,2021-10-07,9267,DAWAR GENERAL STORE,M ZAI  MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,1,0,310,72,279.8611111111111,0.0,10,Low,0
217,2021-10-07,9267,DAWAR GENERAL STORE,M ZAI  MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,1,0,345,72,311.4583333333333,0.0,10,Low,0
217,2021-10-07,9267,DAWAR GENERAL STORE,M ZAI  MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,1,0,370,72,334.02777777777777,0.0,10,Low,0
218,2021-10-07,2354,HASSAN  GENERAL STORE,SUPER MARKET,1758,DEEN'S CHEDDAR 200GM,20150,0,3,0,930,72,279.8611111111111,0.0,10,Low,0
218,2021-10-07,2354,HASSAN  GENERAL STORE,SUPER MARKET,1760,DEEN'S MOZARELLA 200GM,22425,0,1,0,345,72,311.4583333333333,0.0,10,Low,0
218,2021-10-07,2354,HASSAN  GENERAL STORE,SUPER MARKET,1762,DEEN'S PIZZA CHEESE 200GM,24050,0,3,0,1110,72,334.02777777777777,0.0,10,Low,0
219,2021-10-07,8992,PIZZA FLAME,IBRAHIM MARKET,1770,DEEN'S CHADDER CHEESE BLOCK 2K,14500,0,2,200,2700,10,1450.0,100.0,10,Low,1
